Secondary study DOI,Primary study Scopus EID,Primary study DOI,Title,Abstract,Keywords,Publication venue,Publication date,Publication type,Authors,Ground truth,Reason
10.1016/j.infsof.2022.107144,,,Agile needs FBM,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,Conference Paper,,Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85074312077,10.1007/978-1-4842-4081-6,Agile office 365: Successful project delivery practices for an evolving platform,"Plan, deploy, and run Office 365 using an agile project management approach. This soup-to-nuts guide teaches you how to apply agile techniques in order to make your Office 365 implementation a success, even as the Microsoft Office 365 platform continues to evolve and introduce new features. The author's approach to teaching time- and resource-saving concepts mirrors the process a team might typically encounter in delivering software projects. Learning begins with an overview of Office 365 and Agile. From there, you delve into topics correlating to product conception, execution, and deployment. The book wraps up with a comprehensive discussion on how Office 365, straight out of the box, can be used as a tool to manage Office 365 deployments and other types of projects. What You'll Learn: Understand what Office 365 is and why it is the world’s most popular online business app Adapt your delivery process to work with Office 365 and its regular update schedule Recognize potential risk areas and develop mitigation strategies Discover the tools that are available to make your life easier Manage the transition from deployment to operations Follow end-to-end guidance packed with useful case studies and tools to make your job easier This book is for project managers, business analysts, IT managers, and other team members involved in managing Office 365 in order to deliver solutions for their organization. While not required, a basic understanding of Agile methodologies and Office 365 is useful. Haniel Croitoru is a seasoned SharePoint and Office 365 consultant and Microsoft Office 365 MVP with more than 15 years of experience in public and private sectors, focusing on SharePoint in the roles of consultant, project manager, business analyst, and trainer. Haniel enjoys sharing his expertise and can be found presenting at many conferences and community events. He holds an MS degree in Computer Science, a Master’s Certificate in Project Management, and has been a certified Project Management Professional (PMP) since 2007 and Agile Certified Practitioner since 2013.",Implementation | Microsoft | Migration | PointI | Share | Tmanager,Agile Office 365: Successful Project Delivery Practices for an Evolving Platform,2017-01-01,Book,"Croitoru, Haniel",Exclude,EC4
10.1016/j.infsof.2022.107144,2-s2.0-85057182619,,Agile Prototyping for technical systems Towards an adaption of the Minimum Viable Product principle,"The realization of radical innovations is a crucial success factor for manufacturing companies acting in an environment of increasing market dynamics. Heterogeneous customer requirements, which are increasingly changing in shorter cycles, become a major challenge for manufacturers of technical systems. Alongside these external circumstances, functional complexity of technical systems increases, which constitutes another major challenge in product development. As an answer to similar circumstances, the software industry introduced agile development methods in the early 1990s. The iterative development of functional product increments being shippable to potential customers at the end of a development phase has helped the industry to dynamically align the product to the customers' needs and to reduce the development time significantly. In this context, the concept of Minimum Viable Product (MVP) has gained particular attention. The MVP is a product, carrying just enough functionality to satisfy customers and to gather feedback for subsequent development with the least amount of effort and time. Taking the Lean Start Up initiative into account, the idea of MVP is generalized to be applicable to any type of new business or product. However, the aspect of selling incomplete products is commonly considered to be hardly applicable to technical systems. Nevertheless, the idea of iteratively validating major concerns and risks in product development applying the least amount of time and resources is equally agreed as a necessary step to tackle the challenges described above. Based on user stories for the product to be developed, major concerns and risks are deduced to be cleared out as early as possible with impacted stakeholders. Following the Design Thinking approach, Feasibility (Can we do this?), Desirability (Do they want this?) and Viability (Should we do this?) are types of uncertainty to be reduced as far as possible with each iteration. Due to increasingly interconnected technical systems, most of these subjects are very likely to impact several non-separable functions and disciplines within the system at once. Considering this along with the inherent fact of expensive and time-consuming realization of physical prototypes, the application of the MVP principle becomes a major challenge itself. Therefore, this paper introduces a holistic framework to elaborate an appropriate methodology to support the planning and design of prototypes in agile product development of technical systems. Thereby, the methodology provides an approach to implement physical prototypes in line with the Minimum Viable Product principle. As part of the overall methodology, the paper outlines a procedure to systematically structure design variables, which are meant to be specified and validated by a prototype with respect to particular concerns and risks under investigation. Therefore, the affected functions are systematically graduated and described by generic prototype features, capturing generic design elements such as the geometrical shape, the operating principle or the performance level which enables an initial evaluation whether a feature needs to be specified and captured within the physical realization. Based on this classification, a target-oriented design of physical prototypes is facilitated. Subsequent research will focus on further validating this procedure and on detailing the overall methodology, encompassing the procedure subject to this paper.",Agile Product Development | Minimum Viable Product | Product Design | Prototyping,"Proceedings of NordDesign: Design in the Era of Digitalization, NordDesign 2018",2018-01-01,Conference Paper,"Schuh, Günther;Dölle, Christian;Schloesser, Sebastian",Exclude,EC2
10.1016/j.infsof.2022.107144,2-s2.0-85055782385,10.1088/1757-899X/400/6/062003,"An ""agile"" approach to develop a crowdsourcing platform: The case of Cre@tive.biz","Globalization has a significant impact over economic and social development, thus it also influences the speed of developing new products, starting from the product idea to the Minimum Viable Product (MVP). The software industry is one of the industries which have to face tough and specific challenges within this highly dynamic context, playing a major role in defining the world's data for businesses, with a direct impact on the competitiveness of various industries. According to Lynn Holmlund's survey [1] of IT decision makers across a range of industries, 59 percent of respondents reported that improving the quality of decision making is the primary goal driving investments in data technologies. In a world underpinned by ever-more powerful, affordable, and public digital technology platforms, software is fast becoming the key source of economic value and competitive advantage in business. As a result, software applications are redefining nearly every industry, and Agile methodologies are redefining the software development process. Understanding the demand for developing software applications on time and responding to the users' needs and expectations are the first steps in using the Agile framework in product development and are even more important within the context of research projects, such as CRE@TIVE.BIZ, an ongoing project within the framework of the Romanian National Plan for Research, Development and Innovation 2014 - 2020 (PNCDI III). The goal of the project is to develop an open collaboration and innovation platform, CRE@TIVE.BIZ, which will be an experimental model dedicated to create a community where all relevant stakeholders can meet, interact, gain access and share information, knowledge and resources. The paper presents the platform development scenario, using a new and ""agile"" approach, namely Scrum, for product development based on continuous learning and optimization of development process, team involvement, prioritize the features - especially from the users' perspective - and stakeholder's involvement in describing the product, testing and acceptance. This new approach improves the delivery time and maximizes the results by using client's involvement in each step of the process, describing more clearly the platform functionalities and shortening the decision-making process. The tangible result will be the road map for CRE@TIVE.BIZ platform development, specifying tasks, roles, milestones and outcomes.",,IOP Conference Series: Materials Science and Engineering,2018-09-20,Conference Paper,"Bagiu, N.;Avasilcǎi, S.;Alexa, L.",Exclude,EC1
10.1016/j.infsof.2022.107144,2-s2.0-84874741557,10.1109/ICTEA.2012.6462877,An approach to a pattern for business process management and deployment of software engineering for small companies in a crossplatform era,"Software engineering and its constant evolution bring new concepts, new technologies and new devices. It requires big efforts, skills and resources to acquire in depth knowledge of all the parts that are necessary for building applications professional and efficiently today. Many small technological companies and freelance developers have serious doubts about how to manage a project, where to start it and how to evolve it. Cloud Computing, Web Services, Databases, Server Side Programming, Web and Native Applications for clients and many more are mandatory to know, understand and study to give to the project development technical and economical viability. This paper describes the theory of technologies, frameworks and common tools and proposes a widely used modern development pattern with good results. © 2012 IEEE.",Business Process Management | Cloud Computing | Minimum Viable Product | Programming Paradigms | Service-Oriented Architecture | Startups | Web Services,"2012 2nd International Conference on Advances in Computational Tools for Engineering Applications, ACTEA 2012",2012-12-01,Conference Paper,"Fernández-García, Antonio;Iribarne, Luis;Criado, Javier;Vallecillos, Jesús",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85034426461,10.1109/SEAA.2017.45,An automated feedback-based approach to support mobile app development,"The acceptance of mobile applications is highly dependent on the realized set of features and on the quality of the application. Information about their acceptance can be gained quickly by collecting and analyzing user feedback such as explicit textual reviews provided by an application's users or implicitly provided usage data. With an approach based on developing a minimal set of functions in order to realize a minimum viable product (MVP), it is possible to put a product on the market within a short amount of time. Currently, the elicitation, analysis, and processing of user feedback is unfocused and takes too much time and effort to mitigate the poor quality of the application. Hence, we outline an approach named Opti4Apps, which is aimed at tailored quality assurance as part of MVP development and enables and expands the benefits of an MVP by providing a semiautomated feedback elicitation, analysis, and processing framework. This is intended to raise the effectiveness and efficiency of early user feedback consideration during further development in order to assure the quality and acceptance of an app as an MVP. We will present the overall structure as well as the process behind the Opti4Apps framework. As proof-ofconcept, we implemented an initial prototype of our idea, focused on textual user feedback.",Automation | Mobile | MVP | User feedback,"Proceedings - 43rd Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2017",2017-09-26,Conference Paper,"Scherr, Simon Andre;Elberzhager, Frank;Holl, Konstantin",Include,Yes
10.1016/j.infsof.2022.107144,2-s2.0-85086053731,10.3997/2214-4609.20141755,An effective method for mineral exploration,"Since the beginning of this century geoelectric methods that utilize natural alternating electromagnetic field of the Earth ia becoming more and more popular in the practice of geophysical surveys. This fact is due to the high sensitivity and resolution, as well as mobility and smaller team of field crew. One of such methods is Magnetovariational Profiling (MVP). Method is based on the measurement of three orthogonal magnetic components of Earth' EM field. The method has a well established technique of field work, well endowed instrumental base and advanced software for processing and analyis of field data. MVP methods also has well developed techniques for both the profiles and the plane data interpretation, including methods of robust interpretation of the tipper frequency characteristics. Based on these characteristics, it is possible to determine the position of the object in terms of the ore, the depth to its center, the shape and conductivity of the body directly in the field. To the date, vast experience of successful application of MVP method had been accumulated for mining exploration and solving other geological tasks. Application of precision tripods for mounting magnetic sensors provides year-round, high-performance applications of the method in any terrain conditions.",,GEOBAIKAL 2014 - 3rd International Geobaikal Conference 2014: Exploration and Field Development in East Siberia,2014-01-01,Conference Paper,"Senchina, N.;Ermolin, E. U.;Ingerov, I.",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85065655207,10.1145/3297280.3297447,An exploratory study of MVC-based architectural patterns in android apps,"Mobile app development now represents a significant part of the software industry, with Android being the largest ecosystem. Android development comes with its own design practices and templates (layouts, activities, etc.). Developers also use different established architectural patterns for designing interactive software such as MVC, MVP and MVVM. They implement these patterns based on their understanding and experience. Thus, the choice and the implementation of such patterns varies from a developer to another. To the best of our knowledge, there is no work that provides a comprehensive view of the use of these patterns in mobile apps. Moreover, there is no clear understanding of which pattern to use and what is the trend for designing mobile apps using such patterns. In this paper, we propose an automatic approach to identify which MVC-based architectural pattern (MVC, MVP and MVVM) is used predominantly in a given app. For this purpose, we defined each of these patterns through a number of heuristics according to the pattern's potential implementations within the Android framework. We conducted an empirical study on a large set of mobile apps downloaded from the Google Play Store. We found, not surprisingly, a dominance of the popular MVC pattern, a rare use of MVP while MVVM is almost unused and a significant number of apps do not follow any pattern. The empirical study also enabled us to analyse the use of these patterns by domain, size and last-update date of the apps. We observed that MVC has been the most used pattern over the past years and it continues to gain popularity, and that small-size apps are mostly the ones that do not use any pattern.",Architectural patterns | Design patterns | Mobile development | MVC | MVP | MVVM | Software architecture,Proceedings of the ACM Symposium on Applied Computing,2019-01-01,Conference Paper,"Daoudi, Aymen;Moha, Naouel;ElBoussaidi, Ghizlane;Kpodjedo, Sègla",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-4944223373,,An integrated video sensor design for traffic management and control,"A new integrated video sensor design for applications in traffic management and control to solve problems associated with affordability and reliability was discussed. This integrated video sensor has many features such as integration of the transducers and the MVP into one compact unit improving detection reliability and lowering susceptibility to EMI. The sensor also lowered installation costs, reduced installation time and enabled rapid deployment making the system more readily portable. The new communication architecture offered optimal routing of the machine vision detection results, full motion video as well as digital imagery and supervisory control.",Automated incident detection | Automated speed enforcement | Machine vision sensor | Network communication architecture | Queue measurement | Software architecture | Traffic data collection | Vehicle tracking | Video vehicle detection,Recent Advances in Signal Processing and Communications,1999-12-01,Article,"Panda, Durga P.",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-56149101286,,An XML standard for virtual patients: exchanging case-based simulations in medical education.,"Virtual Patients are computer-based simulations of a clinical encounter where the user plays the role of a healthcare provider while receiving in-context instruction. This unique pedagogical approach enables active case-based learning for learners. Academic institutions around the world have developed high-quality virtual patients using many different authoring and playback technologies. However, sustainability and scalability have proved challenging due to the number of cases needed and production costs. In an effort to promote sharing of Virtual Patients and broader adoption into medical education at all levels, MedBiquitous organized an international working group to create an XML-based ""MedBiquitous Virtual Patient Standard"" (MVP) describing a common structure for virtual patient content and activities. The MVP enables virtual patient exchange across systems, modification, and display within conformant player software.",,AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2007-01-01,Article,"Triola, Marc M.;Campion, Ned;McGee, James B.;Albright, Susan;Greene, Peter;Smothers, Valerie;Ellaway, Rachel",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-79953886887,,Analysis of core physics experiments on irradiated BWR MOX fuel in REBUS program,"As part of analyses of experimental data of a critical core containing a irradiated BWR MOX test bundle in the REBUS program, depletion calculations was performed for the BWR MOX fuel assemblies from that the MOX test rods were selected by using a general purpose neutronics code system SRAC. The core analyses were carried out using SRAC and a continuous energy Monte Carlo code MVP. The calculated keffs were compared with those of the core containing a fresh MOX fuel bundle in the program. The SRAC-diffusion calculation underestimates keffs of the both cores by 1.0 to 1.3%dk and the keffs of MVP are 1.001. The difference in keff between the irradiated BWR MOX test bundle core and the fresh MOX one is 0.4%dk in the SRAC-diffusion calculation and 0.0%dk in the MVP calculation. The calculated fission rate distributions are in good agreement with the measurement in the SRAC-diffusion and MVP calculations. The calculated neutron flux distributions are also in good agreement with the measurement. The calculated bumup reactivity in the both calculations well reproduce the measurements.",,"International Conference on the Physics of Reactors 2008, PHYSOR 08",2008-01-01,Conference Paper,"Yamamoto, Toru;Ando, Yoshihira;Hayashi, Yamato",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-84859233195,10.1080/00223131.2011.649075,Analysis of core physics experiments on irradiated BWR MOX fuel in the REBUS program,"Critical experiments were performed in the REBUS program on a core loaded with a test bundle including 16 irradiated BWR-type MOX rods of average burnup of 61 GWd/t. The experimental data were analyzed using diffusion, transport, and continuous-energy Monte Carlo calculation codes coupled with nuclear data libraries based on JENDL-3.2 or JENDL-3.3. Biases in effective multiplication factors of the critical cores were -1.0%Δk for the diffusion calculations (JENDL-3.2), -0.3%Δk for the transport calculations (JENDL-3.3), and 0.2%Δk for the Monte Carlo calculations (JENDL-3.2). The measured core fission rate and co-activation rate distributions were generally well reproduced using the three types of calculations. The burnup reactivity determined using the measured water level reactivity coefficients was -2.41±0.08%Δk/ kk', which also agreed with the results of the three type of calculations within the measurement and calculation errors. The most probable isotopic inventories in the irradiated MOX rods was tentatively obtained by using the ratios of the calculation to chemical assay data on a pellet sample, and the burnup reactivity was reanalyzed to split the calculation error into those due to the inventory and reactivity calculations. This approach showed that the inventory calculation error compensated the reactivity calculation error. © 2012 Atomic Energy Society of Japan. All rights reserved.",Burnup calculation | BWR | CITATION | Core calculation | Core physics experiment | Irradiated MOX rod | MVP | REBUS | SRAC | THREEDANT,Journal of Nuclear Science and Technology,2012-04-05,Article,"Yamamoto, Toru;Ando, Yoshihira;Hayashi, Yamato;Azekura, Kazuo",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-0012255418,10.1016/0164-1212(94)00107-X,Analyzing knowledge-based systems with multiviewpoint clustering analysis,"Knowledge-based systems have wide commercial applicability. However, a credible validation methodology for knowledge-based systems is currently lacking. Better knowledge acquisition techniques as well as better management, understanding, and enhancement of the knowledge base is critical to the success of any verification or validation activities. Our research addresses the feasibility of partitioning rule-based systems into a number of meaningful units to enhance the comprehensibility, maintainability, and reliability of expert systems software. Preliminary results have shown that no single structuring principle or abstraction hierarchy is sufficient to understand complex knowledge bases. We therefore propose the multiviewpoint clustering analysis (MVP-CA) 'methodology to provide multiple views of the same expert system. MVP-CA provides an ability to discover significant structures within the rule base by providing a mechanism to structure both hierarchically (from detail to abstract) and orthogonally (from different perspectives). Here we describe our approach to understanding large knowledge bases via MVP-CA. We demonstrate the need for MVP-CA by use of a couple of small classic rule bases, as well as a deployed knowledge-based system that navigates the space shuttle's reentry. We also discuss the impact of this approach on verification and validation of knowledge-based systems. MVP-CA provides an essential first step toward building an integrated environment for verification and validation of knowledge-based applications. It allows one to build reliable knowledge-based systems by suitably abstracting, structuring, and otherwise clustering the knowledge in a manner that facilitates its understanding, manipulation, testing, and utilization. © 1995.",,The Journal of Systems and Software,1995-01-01,Article,"Mehrotra, Mala;Wild, Chris",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-77949671882,10.1109/CISE.2009.5366503,Application of MVP architecture in reengineering of legacy financial system,"As the progress of information technology, some financial systems used for long time can no longer meet the requirement of customers in both user interface and business process, and need reengineering imminently. In order to save the human resource and financial effort, this article raises a reengineering approach by encapsulating the back-end data access code of legacy system and only refactoring the front-end user interface and business logic. In the reengineering work, this article uses MVP (Model-View-Presenter) Architecture. By extracting screen logic into Presenters, the display code in View is independent from logic code in Presenter. Also, the introduction of MVP Architecture greatly enhances the reusability and the testability of business logic code, and finally improves the efficiency of development and test work significantly. ©2009 IEEE.",Code reuse | MVP architecture | Reengineering on legacy system | Windows presentation foundation,"Proceedings - 2009 International Conference on Computational Intelligence and Software Engineering, CiSE 2009",2009-12-01,Conference Paper,"Wu, Bo;Yang, Xiaohu",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-84958092807,10.15439/2015F142,Approach to building a web-based expert system interface and its application for software provisioning in clouds,"This paper focuses on a generalized approach to providing user interface to a web-based expert system (WBES). We examine MVC and MVP design patterns used traditionally to construct a web application user interface. In order to leverage the strength of the MVC/MVP design patterns we propose a special ontology representing a user communication domain. We describe a self-service networked infrastructure for automatic deployment of command line interface (CLI) applications. We demonstrate how to apply the proposed ontology for the design of a WBES aimed at supporting client software re-execution in clouds. In particular, we address the problems existing in the area of software development for music information retrieval algorithms implementation.",,"Proceedings of the 2015 Federated Conference on Computer Science and Information Systems, FedCSIS 2015",2015-01-01,Conference Paper,"Pyshkin, Evgeny;Kuznetsov, Andrey",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85018688189,10.1007/978-3-319-57633-6_11,Are software startups applying agile practices? The state of the practice from a large survey,"Software startups operate under various uncertainties and the demand on their ability to deal with change is high. Agile methods are considered a suitable and viable development approach for them. However, the competing needs for speed and quality may render certain agile practices less suitable than others in the startup context. The adoption of agile practices can be further complicated in software startups that adopt the Lean Startup approach. To make the best of agile practices, it is necessary to first understand whether and how they are used in software startups. This study targets at a better understanding of the use of agile practices in software startups, with a particular focus on lean startups. Based on a large survey of 1526 software startups, we examined the use of five agile practices, including quality related (regular refactoring and test first), speed related (frequent release and agile planning) and communication practice (daily standup meeting). The findings show that speed related agile practices are used to a greater extent in comparison to quality practices. Daily standup meeting is least used. Software startups who adopt the Lean Startup approach do not sacrifice quality for speed more than other startups do.",Agile practice | Lean startup | Minimum viable product | Pivot | Quality vs speed | Software startups,Lecture Notes in Business Information Processing,2017-01-01,Conference Paper,"Pantiuchina, Jevgenija;Mondini, Marco;Khanna, Dron;Wang, Xiaofeng;Abrahamsson, Pekka",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-0031187671,10.1109/54.606003,Automated diagnosis in testing and failure analysis,"To meet market demands for the rapid introduction of new semiconductor products, automated means of diagnosing defective silicon are fast becoming mandatory. The authors describe the development and deployment of an automated diagnosis methodology within Texas Instruments.",,IEEE Design and Test of Computers,1997-07-01,Article,"Butler, Kenneth M.;Johnson, Karl;Platt, Jeff;Kinra, Anjali;Saxena, Jayashree",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-0034290331,10.1049/ip-sen:20000899,Automated software module reconfiguration through the use of artificial intelligence planning techniques,"One important approach to enhancing software re-use is through the creation of large-scale software libraries. By modularizing functionality, many complex specialized applications can be built up from smaller reusable general-purpose libraries. Consequently, many large software libraries have been formed for applications such as image processing and data analysis. However, knowing the requirements and formats of each of these routines requires considerable expertise - thus limiting the usage of these libraries to experts. An approach is described to enable novices to use complex software libraries. In this approach, the interactions between, and requirements of, the software modules are represented in a declarative language based on artificial intelligence (AI) planning techniques. The user is then able to specify their goals in terms of this language-designating what they want accomplished, instead of how to do it. The AI planning system then uses this model of the available subroutines to compose a domain specific script to fulfill the user request. Three such systems developed by the Artificial Intelligence Group of the Jet Propulsion Laboratory and described. The multimission VICAR planner (MVP) was deployed in 1994 and used to support image processing for science product generation for the Galileo mission. MVP reduced the time for filling certain classes of requests from 4 h to 15 min. The automated SAR image processing system (ASIP) was deployed in 1996 to the Department of Geology at Arizona State University to support aeolian science analysis of synthetic aperture radar images. ASIP reduces the number of manual inputs in science product generation tenfold. Finally, the DPLAN system reconfigures software modules that control complex antenna hardware in configuring antennas to support a wide range of tracks for NASA's Deep Space Network of communications and radio science antennas.",,IEE Proceedings: Software,2000-10-01,Article,"Chien, S.;Fisher, F.;Estlin, T.",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85027715972,10.1109/EMES.2017.7980399,Automated testing framework development based on social interaction and communication principles,"The speed of development of the IT industry as well as the computational power which are increasing exponentially, create great competitiveness in the process of development but also in the launching of software products on the market. Automated testing comes to help with these challenges by trying to increase the speed of development by offering fast feedback and trustworthy quality by means of repeated runs of the implemented tests. This isn't a problem just on a technical level, but also on a social level, especially in the area of communication and understanding the requirements of the client. This work presents the implementation of an automated testing framework which also addresses the social problems. BDD or 'Behavior Driven Development' includes an approach which would like to line up the area of client requests to the technical area, offering a uniform platform of collaboration and development. The implementation of this principle is applied in an MVP (Minimum Viable Product) type project which is meant to demonstrate the technical solution which may draw together, both socially and communication wise, the business teams and the technical implementation teams.",automated testing | BDD | Gherkin language | testing process,"2017 14th International Conference on Engineering of Modern Electric Systems, EMES 2017",2017-07-13,Conference Paper,"Contan, Andrei;Miclea, Liviu;Dehelean, Catalin",Exclude,EC1
10.1016/j.infsof.2022.107144,2-s2.0-0025828490,10.1016/0010-4809(91)90025-R,Automatic tracking and digitization of multiple radiopaque myocardial markers,"An 80386 PC-based system was designed to track automatically multiple, miniature radiopaque markers implanted in the heart wall. This system eliminated the need for tedious, time-consuming manual digitization of marker coordinates. Use of a MATROX MVP-AT/NP image processing board incorporated advanced image processing and graphics features into the low-cost PC environment. Digital image enhancement and segmentation techniques (such as limiting analysis to predefined windows of interest, spatial band-pass and matched filtering, contrast stretching and clipping, linear adaptive prediction, intensity histogram analysis, adaptive binary thresholding, region growing, expanding region of analysis, and feature extraction) were incorporated into a user-friendly integrated marker processing software environment. Improved speed, accuracy, and reproducibility of the marker digitizing process were realized. These basic techniques have broad applications to other image processing needs in biomedical research. © 1991.",,Computers and Biomedical Research,1991-01-01,Article,"Niczyporuk, Marek A.;Miller, D. Craig",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-79951594383,10.1109/TEST.2010.5699294,AXle® 2.0 and MVP-C: Open ATE software standards,"Open software standards AXIe®2.0 and MVP-C are introduced. The AXIe®2.0 software standard provides an interface mechanism to hardware by supplying inventory, parallel addressing (multi-site) and tester configuration services. The AXIe®2.0 is the software companion to the AXIe®l.l hardware standard. The MVP-C standard (Multisite Virtual Pin - C language) is a set of a comprehensive, multiple level instrument API standards, which provide enhancement of existing instrumentation software standards for high performance, ATE test systems. Together, the AXIe®2.0 and MVP-C standards, supply a consistent methodology for ATE vendors to use as a partial or complete solution. For ATE customers, the option of truly mixing vendors' solutions becomes a software reality, and with it, the potential for substantial cost savings. © 2010 IEEE.",,Proceedings - International Test Conference,2010-01-01,Conference Paper,"Spargo, Kenneth",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-84994158719,10.1161/CIRCIMAGING.115.005113,Basal Left Ventricular Dilatation and Reduced Contraction in Patients with Mitral Valve Prolapse Can Be Secondary to Annular Dilatation: Preoperative and Postoperative Speckle-Tracking Echocardiographic Study on Left Ventricle and Mitral Valve Annulus Interaction,"Background - Prominent mitral valve (MV) annular dilatation with only modest left ventricular (LV) dilatation in patients with MV prolapse (MVP) suggests predominant dilatation in adjacent basal LV, which may augment regional wall tension and attenuate contraction by Laplace's law. We hypothesized that MV annular dilatation in patients with MVP is associated with the basal predominance of LV dilatation and attenuated contraction, which can be altered by surgical MV plasty with annulus reduction. Methods and Results - Echocardiography with speckle-tracking analysis to assess regional cross-sectional short-axis area and longitudinal contraction (strain) of basal, middle, and apical LV was performed in 30 controls and 130 patients with MVP. The basal value/averaged middle and apical values (B/M·A ratio) of LV cross-sectional area and strain were obtained. Patients with MVP showed significantly greater MV annular area (6.4±1.6 versus 3.7±0.6 cm 2 /m 2), increased B/M·A LV area ratio (2.4±0.5 versus 1.8±0.2), and reduced B/M·A LV strain ratio (0.83±0.14 versus 0.96±0.09) than controls (P<0.001). Multivariable analyses identified that MV annular dilatation was independently associated with increased B/M·A LV area ratio (β=0.60, P<0.001), which was associated with reduced B/M·A LV strain ratio (β=-0.32, P<0.001). In 35 patients with MVP, B/M·A LV area and strain ratio significantly altered after surgical MV plasty with annulus reduction (2.5±0.5-1.8±0.3 and 0.73±0.10-0.89±0.17, P<0.001, respectively). Conclusions - In patients with MVP, MV annular dilatation was associated with the basal predominance of LV dilatation and reduced contraction, which can be altered by surgical MV plasty with annulus reduction, suggesting unfavorable influence from MV annular dilatation on basal LV.",dilatation | echocardiography | left ventricle | mitral valve | prolapse,Circulation: Cardiovascular Imaging,2016-10-01,Article,"Fukuda, Shota;Song, Jae Kwan;Mahara, Keitaro;Kuwaki, Hiroshi;Jang, Jeong Yoon;Takeuchi, Masaaki;Sun, Byung Joo;Kim, Yun Jeong;Miyamoto, Tetsu;Oginosawa, Yasushi;Sonoda, Shinjo;Eto, Masataka;Nishimura, Yosuke;Takanashi, Shuichiro;Levine, Robert A.;Otsuji, Yutaka",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-0032480067,10.1016/S0920-3796(98)00249-X,Benchmark experiment on void effects in a bulk shield assembly and investigation on the predictive ability of these effects by transport calculations,"A benchmark experiment on void effects in a bulk shield assembly made of type 316 stainless steel was carried out, and prediction capabilities of these void effects using three transport calculation codes, i.e. DOT, MCNP and MVP was investigated. It is found that continuous energy Monte Carlo calculations with MCNP and MVP predict almost perfectly the void effects. Multi-group SN calculations by DOT may contain uncertainties in the prediction of the void effects when the self-shielding correction from the cross section is disregarded. The use of less angular quadratures such as S8 is also a cause of uncertainties due to the ray-effect radiated from the secondary source point at the beginning of the void space appearing. © 1998 Elsevier Science S.A. All rights reserved.",,Fusion Engineering and Design,1998-09-03,Article,"Maekawa, Fujio;Konno, Chikara;Ikeda, Yujiro;Oyama, Yukio;Uno, Yoshitomo;Maekawa, Hiroshi",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85036462505,,Benchmark study on realized random packing model for coated fuel particles of HTTR using MCNP6,"The Coated Fuel Particle plays an important role in the excellent safety feature of the High Temperature Gascooled Reactor. However, the random distribution of CFPs also makes the simulation of HTGR fuel become more complicated. The Monte Carlo N-particle (MCNP) code is one of the most well-known codes for validation of nuclear systems; unfortunately, it does not provide an appropriate function to model a statistical geometry explicitly. In order to deal with the stochastic media, a utility program for the random model, namely Realized Random Packing (RRP), has been developed particularly for High Temperature engineering Test Reactor (HTTR). This utility program creates a number of random points in an annular geometry. Then, these random points will be used as the center coordinate of CFPs in the MCNP6 input file and therefore the actual random arrangement of CFPs can be simulated explicitly. First, a pin-cell calculation was carried out to validate the RRP by comparing with Statistical Geometry (STG) model of MVP code. After that, the comparison between the RRP model (MCNP) and STG model (MVP) was shown in whole core criticality calculation, not only for the annular core but also for the fully-loaded core. The comparison of numerical results showed that the RRP model and STG model differed insignificantly in the multiplication factor as expected, regardless of the pin-cell or whole core calculations. In addition, the RRP model did not make the calculation time increase a lot in comparison with the conventional regular model (uniform arrangement).",Coated Fuel Particle | HTTR | MCNP6 | MVP | Realized Random Packing | Stochastic arrangement,"2017 International Congress on Advances in Nuclear Power Plants, ICAPP 2017 - A New Paradigm in Nuclear Power Safety, Proceedings",2017-01-01,Conference Paper,"Quan, H. H.;Morita, K.;Honda, Y.;Fujimoto, N.;Takada, S.",Include,IC1
