Secondary study DOI,Primary study Scopus EID,Primary study DOI,Title,Abstract,Keywords,Publication venue,Publication date,Publication type,Authors,Ground truth,Reason
10.1016/j.infsof.2022.107145,2-s2.0-85081226177,10.3390/su12031088,Digital twin reference model development to prevent operators' risk in process plants,"© 2020 by the authors.In the literature, many applications of Digital Twin methodologies in the manufacturing, construction and oil and gas sectors have been proposed, but there is still no reference model specifically developed for risk control and prevention. In this context, this work develops a Digital Twin reference model in order to define conceptual guidelines to support the implementation of Digital Twin for risk prediction and prevention. The reference model proposed in this paper is made up of four main layers (Process industry physical space, Communication system, Digital Twin and User space), while the implementation steps of the reference model have been divided into five phases (Development of the risk assessment plan, Development of the communication and control system, Development of Digital Twin tools, Tools integration in a Digital Twin perspective and models and Platform validation). During the design and implementation phases of a Digital Twin, different criticalities must be taken into consideration concerning the need for deterministic transactions, a large number of pervasive devices, and standardization issues. Practical implications of the proposed reference model regard the possibility to detect, identify and develop corrective actions that can affect the safety of operators, the reduction of maintenance and operating costs, and more general improvements of the company business by intervening both in strictly technological and organizational terms.",Cyber-physical system | Digital twin | Operators' safety | Risk assessment,Sustainability (Switzerland),2020-02-01,Article,"Bevilacqua, Maurizio;Bottani, Eleonora;Ciarapica, Filippo Emanuele;Costantino, Francesco;Donato, Luciano Di;Ferraro, Alessandra;Mazzuto, Giovanni;Monteriù, Andrea;Nardini, Giorgia;Ortenzi, Marco;Paroncini, Massimo;Pirozzi, Marco;Prist, Mario;Quatrini, Elena;Tronci, Massimo;Vignali, Giuseppe",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85016457439,10.1007/978-3-319-32156-1_5,Digital twin-the simulation aspect,"© Springer International Publishing Switzerland 2016.The vision of the Digital Twin itself refers to a comprehensive physical and functional description of a component, product or system, which includes more or less all information which could be useful in all-the current and subsequent-lifecycle phases. In this chapter we focus on the simulation aspects of the Digital Twin. Today, modelling and simulation is a standard process in system development, e.g. to support design tasks or to validate system properties. During operation and for service first simulation-based solutions are realized for optimized operations and failure prediction. In this sense, simulation merges the physical and virtual world in all life cycle phases. Current practice already enables the users (designer, SW/HW developers, test engineers, operators, maintenance personnel, etc) to master the complexity of mechatronic systems.",,Mechatronic Futures: Challenges and Solutions for Mechatronic Systems and Their Designers,2016-01-01,Book Chapter,"Boschert, Stefan;Rosen, Roland",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85106049387,10.1088/1742-6596/1894/1/012031,Digital Twin of Beam Pumping Unit Control and Analysis,"© Published under licence by IOP Publishing Ltd.The software model of beam pumping unit was built through the physical simulation pumping unit lifting system in the Internet of Things laboratory, and the lifting model was updated after mutual verification to form the digital twin system of oil and gas production lifting. Based on the digital twin of beam pumping unit and the real-time data of oil and gas production, the whole process of oil and gas lifting process production is formed, and a flexible closed-loop control method based on the digital twin is obtained. The method is based on the detailed and in-depth analysis of the whole movement, which selecting the load as the monitoring physical quantity, and improving the system efficiency. The method is to change the maximum and minimum load, reduce the input power and improve the system efficiency under the condition of maintaining a certain output. By comparing and analyzing the indicator diagram of oil well production before and after the flexible control, the flexible control method based on digital twin reduces the loss of mechanical operation and saves the consumption of electric energy, so that the efficiency of the pumping unit's lifting system reaches the maximum. At the same time, the control and analysis method based on digital twinning is a self-diagnosis, adjustment and control method of intelligent ecology, which is the inevitable trend of the development of intelligent oilfield.",,Journal of Physics: Conference Series,2021-05-06,Conference Paper,"Ren, Shuang Shuang;Shen, Fei;Zhang, Xiang Yang;Feng, Chao Min;Luo, Hong Wu",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85118226954,10.1145/3472749.3474761,HoloBoard: a Large-format Immersive Teaching Board based on pseudo HoloGraphics,"© 2021 ACM.In this paper, we present HoloBoard, an interactive large-format pseduo-holographic display system for lecture based classes. With its unique properties of immersive visual display and transparent screen, we designed and implemented a rich set of novel interaction techniques like immersive presentation, role-play, and lecturing behind the scene that are potentially valuable for lecturing in class. We conducted a controlled experimental study to compare a HoloBoard class with a normal class through measuring students' learning outcomes and three dimensions of engagement (i.e., behavioral, emotional, and cognitive engagement). We used pre-/post- knowledge tests and multimodal learning analytics to measure students' learning outcomes and learning experiences. Results indicated that the lecture-based class utilizing HoloBoard lead to slightly better learning outcomes and a significantly higher level of student engagement. Given the results, we discussed the impact of HoloBoard as an immersive media in the classroom setting and suggest several design implications for deploying HoloBoard in immersive teaching practices.",hologram | immersive learning | large-format display | mixed reality | teaching board,UIST 2021 - Proceedings of the 34th Annual ACM Symposium on User Interface Software and Technology,2021-10-10,Conference Paper,"Gong, Jiangtao;Han, Teng;Guo, Siling;Li, Jiannan;Zha, Siyu;Zhang, Liuxin;Tian, Feng;Wang, Qianying;Rui, Yong",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85110171931,10.1145/3461778.3462030,Designing a Multi-Agent Occupant Simulation System to Support Facility Planning and Analysis for COVID-19,"© 2021 ACM.The COVID-19 pandemic changed our lives, forcing us to reconsider our built environment, architectural designs, and even behaviours. Multiple stakeholders, including designers, building facility managers, and policy makers, are making decisions to reduce SARS-CoV-2 virus transmission and make our environment safer; however, systems to effectively and interactively evaluate virus transmission in physical spaces are lacking. To help fill this gap, we propose OccSim, a system that automatically generates occupancy behaviours in a 3D model of a building and helps users analyze the potential effect of virus transmission from a large-scale and longitudinal perspective. Our participatory evaluation with four groups of stakeholders revealed that OccSim could enhance their decision making processes by identifying specific risks of virus transmission in advance, and illuminating how each risk relates to complex human-building interactions. We reflect on our design and discuss OccSim's potential implications in the domains of gdesign evaluation,' ggenerative design,' and gdigital twins.'",human-building interaction | occupancy simulation | space analysis | space occupancy visualization | virtual human | virus transmission,DIS 2021 - Proceedings of the 2021 ACM Designing Interactive Systems Conference: Nowhere and Everywhere,2021-06-28,Conference Paper,"Lee, Bokyung;Lee, Michael;Mogk, Jeremy;Goldstein, Rhys;Bibliowicz, Jacobo;Tessier, Alexander",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85096564463,10.1088/1742-6596/1654/1/012071,Digital twin based comfort scenario modeling of ATO controlled train,"© 2020 Institute of Physics Publishing. All rights reserved.Whether in Europe or China, ATO based train control system has become a trend. However, the application time of ATO is short and the user experience is insufficient. In order to better carry out system research and development, system test, system optimization and other work, the construction scheme of the simulation platform based on digital twin is proposed. In this paper, by comparing five-dimension model with three-dimension model, digital twin is built based on the five-dimension model of digital twin, and the virtual model in the five-dimension model is introduced in detail. Physical, behavioural, rule and geometric models are constructed from the four perspectives of the effect of each element in the scene on the train, the dynamic characteristics of the train, the correlation between the elements and the scene, and the visualization of the scene. Based on digital twin, the paper designs the framework of simulation platform to support ATO performance optimization and other work. The parameters in the model can be adjusted repeatedly through field data to achieve higher consistency between the model and the simulation object.",,Journal of Physics: Conference Series,2020-10-29,Conference Paper,"Meng, Zicong;Tang, Tao;Wei, Guodong;Yuan, Lei",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85006339863,10.1007/978-3-319-38756-7_4,Digital twin: Mitigating unpredictable undesirable emergent behavior in complex systems,"© Springer International Publishing Switzerland 2017.Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin.",,Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches,2016-01-01,Book Chapter,"Grieves, Michael;Vickers, John",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85115225477,10.1007/978-3-030-85902-2_65,Digital Twin Application for the Temperature and Steam Flow Monitoring of a Food Pasteurization Pilot Plant,"© 2021, IFIP International Federation for Information Processing.In this paper, the development of a Digital Twin of a beverages pasteurization system for temperature monitoring, using NI Lab-VIEW control system toolkit, is described. A cyber-physical production system, composed of a real-time simulation tool and a controller, has been set up and tested on a pilot plant set up in a university laboratory. The paper shows how the software platform, together with the hardware, has been implemented in a traditional system, not (yet) ready for Industry 4.0 technologies, and therefore underlines the main issues occurred during its development. The Digital Twin includes a CompactRIO controller and a set of probes, connected with the controller. The aim of the Digital Twin is to monitor the machine status, with a particular attention to the temperature reached by the service water and the required steam flow. To demonstrate the effectiveness of this system, a set of experimental tests has also been carried out.",Digital twin | Food industry | Industry4.0 | Pasteurization system | Temperature monitoring,IFIP Advances in Information and Communication Technology,2021-01-01,Conference Paper,"Tancredi, Giovanni;Bottani, Eleonora;Vignali, Giuseppe",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85102919027,10.36001/phmconf.2020.v12i1.1197,Digital twin approach for intelligent operation planning and health management of mechanical systems,"© 2020 Prognostics and Health Management Society. All rights reserved.The digital twin paradigm aims to fuse information obtained from sensor data, physics models, and operational data for a mechanical component in use to make well-informed decisions regarding health management and operations of the component. In this work, we discuss a methodology for digital-twin-based operation planning in mechanical systems to enable: a) cost-effective maintenance scheduling, and b) resilient operations of the system. As properties of mechanical systems, as well as their operational parameters, loads and environment are stochastic in nature, our methodology includes probabilistic damage diagnosis, probabilistic damage prognosis, and system optimization under uncertainty. As an illustrative example, we consider the problem of fatigue crack growth in a metal component. We discuss a probabilistic, ultrasonic-guided-wave-based crack diagnosis framework that can handle both aleatory and epistemic uncertainties in the diagnosis process. We build a high-fidelity, finite element model to simulate the piezoelectric effect and ultrasonic guided wave propagation. We use test data obtained by conducting diagnostic experiments on the physical twin to calibrate the error in the diagnosis model. We perform Bayesian diagnosis of crack growth using the corrected diagnosis model, considering data corrupted by measurement noise, and fuse the information from multiple sensors. We build a finite-element-based high-fidelity model for crack growth under uniaxial cyclic loading, and calibrate a phenomenological (low-fidelity) fatigue crack growth model using the high-fidelity model output as well as data from fatigue loading experiments performed on the physical twin. We use the resulting multi-fidelity model in a probabilistic crack growth prognosis framework; thus achieving both accuracy and computational efficiency. Lastly, we utilize the damage diagnosis framework along with the damage prognosis model to optimize system operations under diagnostic and prognostic uncertainty. We perform simulation experiments that show how the digital twin of the component of interest can be used for intelligent health management and operation planning for mechanical systems.",,"Proceedings of the Annual Conference of the Prognostics and Health Management Society, PHM",2020-11-03,Conference Paper,"Karve, Pranav M.;Guo, Yulin;Kapusuzoglu, Berkcan;Mahadevan, Sankaran;Haile, Mulugeta A.",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85077445469,10.1088/1742-6596/1399/4/044032,Digital tests of the robotic chassis' cyber-physical system for agricultural unmanned vehicle,"© Published under licence by IOP Publishing Ltd.The report explored the problem of digital testing of a robotic agricultural vehicle. The approach to representing the robotic chassis as a cyber-physical system is to build a complex of digital models of units and built-in measuring tools for monitoring physical processes. Based on a model-oriented approach, a digital twin of a robotic chassis for diagnostics and forecasting was built. Information from the vehicle's on-board measurement system is used to continuously correct model parameters. Models of a car driver, chassis, individual units, and subsystems have been developed. A car model with fifteen degrees of freedom is described. The simulation results for various scenarios of the movement of a robotic vehicle are presented. The simulation results were used in the design of the KAMAZ unmanned vehicle for agricultural purposes.",,Journal of Physics: Conference Series,2019-12-05,Conference Paper,"Susarev, S. V.;Orlov, S. P.;Morev, A. S.;Kravets, O. Ja",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85078229664,10.1088/1757-899X/656/1/012057,Digital forms of describing Industry 4.0 objects,"© 2019 IOP Publishing Ltd.The task is to project item digital model which is planned to be manufactured in cyber and physical production of the Industry 4.0. Item digital model can be classified as item digital replica, item digital shadow and item digital twin. Item digital model is a set of construction, program and technological documentation prepared electronically with automatic system of projection. Item digital shadow is a set of item digital replica documentation enhanced with mathematical equations with restrictions to describe physical and chemical properties of the item materials and its components. Details to describe the item digital shadow are defined with types of tests done with modelling and virtualization. Item digital twin is a finished form of item properties description done electronically (drawings, schemes, formulas and other) and successful physical tests of the whole cycle. The scheme is given for the item life cycle of the item designing item digital model. The scheme of production section and Industry 4.0 smart factory virtual environment components is described oriented to manufacture the items by its digital models.",,IOP Conference Series: Materials Science and Engineering,2019-12-05,Conference Paper,"Zakoldaev, D. A.;Korobeynikov, A. G.;Shukalov, A. V.;Zharinov, I. O.",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85090171387,10.1007/978-3-030-57993-7_71,Digital and Physical Testbed for Production Logistics Operations,"© 2020, IFIP International Federation for Information Processing.Digitalisation and automation of existing processes are key factors for competitive industry, but still logistics operations are often dominated by manual work. A shift towards higher degree of automation within existing infrastructure is often challenged by high cost and complex processes, thus a return-on-investment is hardly achievable within decent time. The experience has shown that it is hard to assess all restrictions and interactions between new and old components before any new equipment or infrastructure is implemented and put into operation. This paper presents and discusses if the usage of digital twins representing and simulating a physical part can support the related assessing and decision-making processes. In this context, this paper presents a production logistics test-bed includes physical devices, an IoT-infrastructure and simulation software for innovation as well as operational management purposes.",Cyber-physical system | Production logistics | Technology assessment,IFIP Advances in Information and Communication Technology,2020-01-01,Conference Paper,"Hauge, Jannicke Baalsrud;Zafarzadeh, Masoud;Jeong, Yongkuk;Li, Yi;Khilji, Wajid Ali;Wiktorsson, Magnus",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85097646193,10.1051/e3sconf/202020902029,Development of Digital Twin for Load Center on the Example of Distribution Network of an Urban District,"© The Authors, published by EDP Sciences, 2020.The paper proposes a concept of building a digital twin based on the reinforcement learning method. This concept allows implementing an accurate digital model of an electrical network with bidirectional automatic data exchange, used for modeling, optimization, and control. The core of such a model is an agent (potential digital twin). The agent, while constantly interacting with a physical object (electrical grid), searches for an optimal strategy for active network management, which involves short-term strategies capable of controlling the power supplied by generators and/or consumed by the load to avoid overload or voltage problems. Such an agent can verify its training with the initial default policy, which can be considered as a teacher's advice. The effectiveness of this approach is demonstrated on a test 77-node scheme and a real 17-node network diagram of the Akademgorodok microdistrict (Irkutsk) according to the data from smart electricity meters.",,E3S Web of Conferences,2020-11-23,Conference Paper,"Tomin, Nikita;Kurbatsky, Victor;Borisov, Vadim;Musalev, Sergey",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85092625987,10.1088/1742-6596/1636/1/012028,Development of measurement science in the context of the fourth industrial revolution,"© The author(s)The fourth industrial revolution is characterised by the wide introduction of cyber-physical systems, robotics and the Internet of Things. The efficiency of smart cities, smart manufacturing, smart transport, etc. can be provided only if the measurement information coming from sensors is trustworthy. In each facility, the number of sensors can vary from thousands to tens of thousands. The avalanche-like growth in the number of measuring instruments should be accompanied by quite frequent check of their metrological serviceability. In this case, a significant reduction in maintenance labour costs can be achieved by increasing calibration or verification intervals by many times. The development in this direction is challenging because of the growing demand for the increase in the number of complex properties that should be quantitatively estimated. The fundamentals of metrological check and features of applying object digital twins for debugging multichannel measuring systems have been given. The need for international standards in this field has been emphasised.",,Journal of Physics: Conference Series,2020-10-09,Conference Paper,"Taymanov, R.;Sapozhnikova, K.",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85069150565,10.1007/978-3-030-24289-3_57,Dealing with Uncertainty in Software Architecture on the Internet-of-Things with Digital Twins,"© 2019, Springer Nature Switzerland AG.When architecting Software-intensive Systems-of-Systems (SoS) on the Internet-of-Things (IoT), architects face two sorts of uncertainties. First, they have only limited knowledge about the operational environment where the SoS will actually be deployed. Second, the constituent systems which will compose the SoS might not be known a priori (at design-time) or their availability (at run-time) is affected by dynamic factors, due to the openness of the IoT. The consequent research question is thereby how to deal with uncertainty in the design of an SoS architecture on the IoT. To tackle this challenging issue, this paper addresses the notion of uncertainty due to partial information in SoS and proposes an enhanced SoS Architecture Description language (SosADL) for expressing SoS architectures on the IoT under uncertainty. The core SosADL is extended with concurrent constraints and the concept of digital twins coupling the physical and virtual worlds. This novel approach is supported by an integrated toolset, the SosADL Studio. Validation results demonstrate its effectiveness in an SoS architecture for platooning of self-driving vehicles.",Architectural design uncertainty | Digital twins | Internet-of-Things (IoT) | Software architecture description | Systems-of-Systems (SoS),Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2019-01-01,Conference Paper,"Oquendo, Flavio",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85082115837,10.1007/978-3-030-42250-9_25,Computer Vision with Cognitive Learning to Improve the Decision-Making During the Sales Process in Physical Stores,"© 2019, IFIP International Federation for Information Processing.In a world where the information is obtained faster than ever seem, new methods to process that high volume of data are being developed frequently. This is more notorious in a virtual ambient where the data is generated in a manner that is faster and easier to analyze than in the real world. This is very evident in the retail field, where virtual stores have easy access to all the advertisement a user visited and simple to obtain user profile, on the other hand physical stores are limited to basically create a register in a database when there is a purchase. In an attempt to improve the retailers experience from physical stores to manage their business this document has the objective to develop a computational tool that will analyze the people flux going in the establishment, trying to inform the retailer the amount of people and their gender to help the sales process in physical stores. To this end, computational vision methods and algorithms were raised, which after selection, theoretical conception and tool’s implementation it was tested with benchmarks to operate locally and in real time by accessing the cameras installed strategically in a real scenario. Two scenarios were tested: static ambient light and dynamic light. Two tests were conducted: YOLOv2 against background subtraction-based counter; gender classification using full body features. Even though the results were not as positive as needed for commercial use, the tool demonstrated potential and space for improvements.",Computer vision | Intelligent systems | Retail 4.0 | Smart retail,IFIP Advances in Information and Communication Technology,2019-01-01,Conference Paper,"da Silva Ramalho, Vinícius;Szejka, Anderson Luis;Rudek, Marcelo;Junior, Osiris Canciglieri",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85051625716,10.1007/s10257-018-0376-0,Creating the foundation for digital twins in the manufacturing industry: an integrated installed base management system,"© 2018, Springer-Verlag GmbH Germany, part of Springer Nature.Services play an important role in the manufacturing industry. A shift in emphasis from selling physical products to offering product–service systems is perceived. Detailed knowledge of machines, components and subcomponents in whole plants must be provided. Installed base management contributes to this and enables services in manufacturing to maintain high machine availability and reduce downtimes. Installed base management assists in data structuring and management. By combining installed base data with sensor data, a digital twin of the installed base results. Following the action design research approach, an integrated installed base management system for manufacturing is presented and implemented in practice. An engineering and manufacturing company is involved in the research process and ensures practical relevance. Requirements are not only deduced from the literature but also identified in focus group discussions. A detailed test run with real data is performed for evaluation purpose using a demonstration machine. To enable a generalization, design principles for the development and implementation of such an integrated installed base management system are created.",Action design research (ADR) | Digital twin | Installed base management | Integrated installed base management system,Information Systems and e-Business Management,2019-03-01,Article,"Olivotti, Daniel;Dreyer, Sonja;Lebek, Benedikt;Breitner, Michael H.",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85077192348,10.1117/12.2540662,Chip to city: the future of mobility,"© 2019 SPIE.Cities of the future will be founded on the transmission of data between various intelligent systems, including the design, manufacturing, and deployment of autonomous vehicles. As automotive companies transition from building and selling cars to offering mobility services, integrated solutions for information technology, product lifecycle management, and various engineering domains will be critical to success. Among these engineering domains, the development of advanced system-on-chip (SoC) devices will be especially crucial to the success of autonomous vehicles. Autonomous vehicles demand bespoke SoC devices that are optimized for the specific challenges of automated driving. Legacy automotive manufacturers, automotive suppliers, and new entrants developing autonomous vehicles will need to adopt a cross-domain approach to semiconductor development that enables early verification and validation of SoCs within the context of an autonomous vehicle. Integrating such a portfolio into a digital automotive enterprise will enable companies as they strive to realize the potential of new mobility technologies.",Autonomous drive | Digital twin | Emulation | Functional safety | High-level synthesis | Physical verification | Semiconductor | SoC,Proceedings of SPIE - The International Society for Optical Engineering,2019-01-01,Conference Paper,"Jockusch, Stefan",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85100826685,10.1088/1757-899X/1024/1/012104,Capabilities of the regional cabin demonstrator as digital twin for a future test mock-up,"© 2021 Institute of Physics Publishing. All rights reserved.Digital twins are essential for Industry 4.0 and the digitalization of research, development and manufacturing. By now, the models contain more and more information and are already often highly complex systems. However, an important step is to keep the model as simple as possible in order to reduce computing resources and the associated simulation time. The Indoor Environment Simulation Suite (IESS) is a tool to generate a zonal model from a CAD geometry. It is designed to simulate the transient indoor climate in a short time, while still considering all important physical processes (heat conduction, radiation, convection). After the zonal model has been generated, the user can parameterize it specifically to the application and couple it with other models when needed. Here, a new approach is to integrate a thermo-physiological model of the human body in order to make statements about the human perception of thermal comfort. This is of particular interest in early development phases in order to assess air conditioning strategies as well as structural or technical adaptions due to thermal bridges or other influences on the cabin climate. In this paper a concept will be presented where the zonal model is coupled with the thermo-physiological model to investigate selected case studies on how thermal comfort in a regional aircraft can be assessed and considered in early design phases. The cabin model is based on a new type of regional aircraft for which a mock-up is currently being built in order to perform subject test at the Fraunhofer Institute in Holzkirchen. The thermal model can thus make statements in advance about how test scenarios should be carried out in order to gain the greatest possible benefit from the subject study tests, where the number of different tests is limited.",,IOP Conference Series: Materials Science and Engineering,2021-01-22,Conference Paper,"Lindner, A. J.M.;Norrefeldt, V.",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85102529812,10.3390/app11052202,Application of a simulation-based digital twin for predicting distributed manufacturing control system performance,"© 2021 by the authors. Licensee MDPI, Basel, Switzerland.During the last years, several research activities and studies have presented the possibility to perform manufacturing control using distributed approaches. Although these new approaches aim to deliver more flexibility and adaptability to the shop floor, they are not being readily adopted and utilised by the manufacturers. One of the main challenges is the unpredictability of the proposed solutions and the uncertainty associated with these approaches. Hence, the proposed research aims to explore the utilisation of Digital Twins (DTs) to predict and understand the execution of these systems in runtime. The Fourth Industrial Revolution is leading to the emergence of new concepts amongst which DT stand out. Given their early stage, however, the already existing implementations are far from standardised, meaning that each practical case has to be analysed on its own and solutions are often created from scratch. Taking the aforementioned into account, the authors suggest an architecture that enables the integration between a previously designed and developed agent-based distributed control system and its DT, whose implementation is also provided in detail. Furthermore, the digital model’s calibration is described jointly with the careful validation process carried out. Thanks to the latter, several conclusions and guidelines for future implementations were possible to derive as well.",Cyber-Physical Production System | Digital Twin | Distributed control systems | Industrial agents | Multi-Agent System | Simulation,Applied Sciences (Switzerland),2021-03-01,Article,"Rolo, Gonçalo Roque;Rocha, Andre Dionisio;Tripa, João;Barata, Jose",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85091017214,10.3390/s20185332,Asams: An adaptive sequential sampling and automatic model selection for artificial intelligence surrogate modeling,"© 2020 by the authors. Licensee MDPI, Basel, Switzerland.Surrogate Modeling (SM) is often used to reduce the computational burden of time-consuming system simulations. However, continuous advances in Artificial Intelligence (AI) and the spread of embedded sensors have led to the creation of Digital Twins (DT), Design Mining (DM), and Soft Sensors (SS). These methodologies represent a new challenge for the generation of surrogate models since they require the implementation of elaborated artificial intelligence algorithms and minimize the number of physical experiments measured. To reduce the assessment of a physical system, several existing adaptive sequential sampling methodologies have been developed; however, they are limited in most part to the Kriging models and Kriging-model-based Monte Carlo Simulation. In this paper, we integrate a distinct adaptive sampling methodology to an automated machine learning methodology (AutoML) to help in the process of model selection while minimizing the system evaluation and maximizing the system performance for surrogate models based on artificial intelligence algorithms. In each iteration, this framework uses a grid search algorithm to determine the best candidate models and perform a leave-one-out cross-validation to calculate the performance of each sampled point. A Voronoi diagram is applied to partition the sampling region into some local cells, and the Voronoi vertexes are considered as new candidate points. The performance of the sample points is used to estimate the accuracy of the model for a set of candidate points to select those that will improve more the model’s accuracy. Then, the number of candidate models is reduced. Finally, the performance of the framework is tested using two examples to demonstrate the applicability of the proposed method.",Adaptive sequential sampling | Machine learning | Surrogate model,Sensors (Switzerland),2020-09-02,Article,"Duchanoy, Carlos A.;Calvo, Hiram;Moreno-Armendáriz, Marco A.",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85032287126,10.1145/3106195.3106218,Enterprise feature ontology for feature-based product line engineering and operations,"© 2017 ACM.Feature trees have been the standard data structure for representing product diversity in feature-based systems and software product line engineering (PLE). For basic product lines of modest size or complexity, one or several modular feature trees can be sufficient for managing the and resolving the variation present across the engineering assets in the systems engineering 'V' - from requirements, to design, through implementation, verification, validation, documentation, and more - in the software, mechanical, and electrical disciplines. However, enterprises seeking to adopt PLE at all levels of their organization, including areas such as product marketing, portfolio planning, manufacturing, supply chain, product sales, product service and maintenance, Internet-of-Things, resource planning, and much more are finding that thousands of nonengineering users need different views and interaction scenarios with a feature diversity representation. This paper describes a feature ontology (a specification of the meaning of terms in the feature modeling realm) that is suitable for managing the feature-based product line engineering and operations in the largest and most complex product line organizations. This ontology is based on layers of abstraction that each incrementally constrain the complexity and combinatorics and targets specific roles in the organization for greater degrees of efficiency, precision, and automation across an entire business enterprise.",Bill-of-features | Enterprise feature ontology | Feature modeling | Feature profiles | Feature-based product line engineering | Ple factory | Product configurator | Product line engineering | Product portfolio | Software product lines | Variation points,ACM International Conference Proceeding Series,2017-09-25,Conference Paper,"Krueger, Charles;Clements, Paul",Exclude,
10.1016/j.infsof.2022.107145,,,Generating Digital Twin models using Knowledge Graphs for Industrial Production Lines,REMOVED TO COMPLY WITH COPYRIGHT,REMOVED TO COMPLY WITH COPYRIGHT,,2017,,Agniva Banerjee and Sudip Mittal,Include,
10.1016/j.infsof.2022.107145,2-s2.0-85121149463,10.1145/3478680,Service Computing for Industry 4.0: State of the Art Challenges and Research Opportunities,"© 2021 Copyright held by the owner/author(s). Publication rights licensed to ACM.Recent advances in the large-scale adoption of information and communication technologies in manufacturing processes, known as Industry 4.0 or Smart Manufacturing, provide us a window into how the manufacturing sector will evolve in the coming decades. As a result of these initiatives, manufacturing firms have started to integrate a series of emerging technologies into their processes that will change the way products are designed, manufactured, and consumed. This article provides a comprehensive review of how service-oriented computing is being employed to develop the required software infrastructure for Industry 4.0 and identifies the major challenges and research opportunities that ensue. Particular attention is paid to the microservices architecture, which is increasingly recognized as offering a promising approach for developing innovative industrial applications. This literature review is based on the current state of the art on service computing for Industry 4.0 as described in a large corpus of recently published research papers, which helped us to identify and explore a series of challenges and opportunities for the development of this emerging technology frontier, with the goal of facilitating its widespread adoption.",digital twins | industrial IoT | industry 4.0 | microservices | Service-oriented architecture,ACM Computing Surveys,2022-12-31,Review,"Siqueira, Frank;Davis, Joseph G.",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85115134381,10.1145/3473856.3474034,Mixed Reality Environment for Complex Scenario Testing,"© 2021 Owner/Author.Driver assistance systems are currently evaluated using standardized test procedures as defined, for example, by Euro NCAP, but which only represent a narrow, idealized spectrum of real-life situations. Test conditions hardly take into account the variability that occur in everyday traffic - adverse weather conditions such as fog, rain, snow or darkness are typically not considered, nor are the resulting changes in, e.g., the behavior of pedestrians. In an emergency braking situation, the behavior of the VRU can also be directly affected by the interaction with the vehicle. For example, a pedestrian might be alarmed by an approaching car. This could elicit a very different response in the human that cannot be simulated in the dummy motion as defined in the standard test procedure. In order to create a more versatile and interactive simulation and test environment, we have developed the Mixed Reality Test Environment MiRE. The goal of Mixed Reality Test Environment MiRE is to enable testing of a broader range of scenarios, including interaction between VRUs and vehicles. During the demo, we will demonstrate MiRE live to interested visitors and show its full potential for future driving safety tests.",Automated Driving Systems | Mixed Reality | Test Procedures | Vehicle in the Loop,ACM International Conference Proceeding Series,2021-09-05,Conference Paper,"Peintner, Jakob;Funk Drechsler, Maikol;Reway, Fabio;Seifert, Georg;Huber, Werner;Riener, Andreas",Exclude,
